Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
185;"Faculdade Unime de Ciências Exatas e Tecnológicas (FCT)";BA;Privada;0;0;65;17.79;164;6.06;39;3.73;1;8;;
187;"Centro Universitário Christus (UNICHRISTUS)";CE;Privada;0;0;67;17.69;166;6.03;49;3.66;1;8;;
188;"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro";MG;Pública;;;72;17.43;192;5.72;42;3.71;1;8;;
189;"Universidade Federal de Itajubá (UNIFEI)";MG;Pública;0;0;73;17.42;39;7.55;48;3.67;151;6.2;;
190;"Universidade Federal Rural da Amazônia (UFRA)";PA;Pública;;;74;17.37;88;6.96;228;2.41;1;8;;
191;"Faculdade Dom Pedro Ii (FDPII)";BA;Privada;;;75;17.35;40;7.54;313;1.81;1;8;;
192;"Fundação Universidade Federal do Vale do São Francisco (UNIVASF)";PE;Pública;;;76;17.22;195;5.69;68;3.53;1;8;0;0
193;"Universidade de Marília (UNIMAR)";SP;Privada;88;17.02;;;;;;;;;;
195;"Universidade Católica Dom Bosco (UCDB)";MS;Privada;0;0;78;16.88;130;6.46;226;2.42;1;8;;
196;"Universidade Estadual de Feira de Santana (UEFS)";BA;Pública;0;0;79;16.83;131;6.45;232;2.38;1;8;;
197;"Centro Universitário Estadual da Zona Oeste (UEZO)";RJ;Pública;0;0;82;16.66;27;7.69;433;0.97;1;8;;
